NAME,FOLDERPATH,SYMBOLID,ALTMODE,BASE,CLAMPED,EXTRUDED,SNIPPET,POPUPINFO,SHAPE_LENG,SHAPE_LEN,AVG_SLOPE
백련산 나들길,백련산 나들길.kmz/임시 장소,0,0,0.0,-1,0,,백련산은 북한산 반의 반 높이에서도 그 장대함을 한 눈에 담아낼 뿐만 아니라 유순한 산길을 따라 한달음에 능선길이 도달하고 두 걸음에 북한산 조망점에 닿는다.,0.05208454,0.0520845444912,정보 없음
몽촌토성나들길 진입로4,몽촌토성 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00720907,0.00720907055891,7.1%
동작충효길6코스-동작마루길,동작충효길6코스-동작마루길.kmz,0,0,0.0,-1,0,,신대방삼거리역2번출입구-청운종합복지원-국사봉숲길-국사봉주봉산책로시작-동작관악적십자봉사관-천문대-숲길입구-국사봉동쪽가지능선길시작-숭실대입구역1번출입구-상현중학교,0.04746915,0.0474691501179,정보 없음
몽촌토성 나들길,몽촌토성 나들길.kmz/임시 장소,0,0,0.0,-1,0,,(Free코스)몽촌토성-한성백제박물관-몽촌토성길-산책로(88호수),0.03840149,0.0384014869553,7.7%
배봉산답십리나들길,배봉산답십리나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.02825404,0.0282540429892,정보 없음
진입로1,백련산 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00341879,0.00341878625058,정보 없음
진입로2,백련산 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00933248,0.0093324766684,정보 없음
문화자원연계부,백련산 나들길.kmz,2,0,0.0,-1,0,,,0.0037777,0.00377769561334,정보 없음
문화자원연계부,백련산 나들길.kmz,2,0,0.0,-1,0,,,0.00421664,0.00421663840519,정보 없음
서울숲공원산책길,서울숲공원산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.04204231,0.0420423106496,정보 없음
백제석총산책길,석촌호수산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00780279,0.00780279145745,2.9%
연계동선 진입1,석촌호수산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.01049163,0.0104916349902,1.0%
문화자원연계부,석촌호수산책길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00274631,0.00274631478691,1.0%
선정릉나들길진입로1,임시 장소/선정릉나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00733712,0.00733712006491,4.6%
선정릉나들길 진입로2,임시 장소/선정릉나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00308243,0.00308243359865,11.0%
서울숲남산나들길,서울숲남산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.09045993,0.0904599279595,정보 없음
문화자원연계부,석촌호수산책길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00149765,0.00149764562913,1.0%
문화자원연계부,임시 장소/선정릉나들길.kmz,2,0,0.0,-1,0,,,0.00353563,0.00353563013792,12.3%
성북동고택북촌 산책길,성북동고택북촌 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00637893,0.00637893344344,정보 없음
백제고분군 산책길,석촌호수산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00784706,0.00784706044078,9.2%
수락산나들길,수락산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.07968072,0.0796807175196,정보 없음
신촌대학탐방 나들길,신촌대학탐방 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"서울의 주요 대학 중 신촌에 위치한 서강대, 이화여대, 연세대를 탐방할 수 있는 코스이다.",0.05822115,0.0582211480992,정보 없음
안산숲 나들길,안산숲 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"안산은 해발 296m로 동봉과 서봉의 두 봉우리로 이루어져, 산의 모양이 마치 말의 안장 즉 길마와 같이 생겨 붙여진 이름으로, 그 동쪽에 있는 현저동에서 홍제동을 넘는 고개를 길마재, 즉 안현이라 하였다. 한편 안산은 인왕산에서 서쪽으로 비스듬히 뻗어 무악재를 이루",0.02427144,0.0242714371535,정보 없음
진입로1,안산숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00390071,0.00390070993034,정보 없음
진입로2,안산숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00710942,0.00710941699217,정보 없음
어린이대공원진입로1,어린이대공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00620501,0.00620500676525,정보 없음
어린이대공원진입로2,어린이대공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00302811,0.00302811147361,정보 없음
어린이대공원산책길,어린이대공원산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.02008227,0.0200822730146,정보 없음
쌍문역사산책길진입로2,쌍문역사산책0725,0,0,0.0,-1,0,,,0.00185405,0.00185405195442,정보 없음
여의도공원산책길2,여의도공원 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.01083459,0.0108345936269,정보 없음
연계동선 진입2,석촌호수산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.01789187,0.0178918681134,5.3%
선.정릉 나들길,임시 장소/선정릉나들길.kmz/임시 장소,0,0,0.0,-1,0,,봉은사입구~대웅전~미륵대불~선릉외각길~매표소~정현왕후릉~선릉~정릉,0.04290311,0.0429031060255,14.7%
성북동고택북촌 산책길,성북동고택북촌 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.03305591,0.0330559090662,정보 없음
성북동고택북촌 산책길,성북동고택북촌 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00143025,0.00143024822467,정보 없음
성북동고택북촌 산책길,성북동고택북촌 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00090296,0.000902958897762,정보 없음
진입로1,성북동고택북촌 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00932793,0.00932793451779,정보 없음
문화자원연계부,성북동고택북촌 산책길.kmz,2,0,0.0,-1,0,,,0.00307267,0.003072667429,정보 없음
문화자원연계부,성북동고택북촌 산책길.kmz,2,0,0.0,-1,0,,,0.00316918,0.0031691813789,정보 없음
송파소리길_3,송파소리길.kmz/임시 장소,0,0,0.0,-1,0,,,0.02643015,0.0264301494857,14.1%
송파소리길진입로2,송파소리길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00086836,0.000868358247274,4.5%
송파소리길진입로3,송파소리길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00772766,0.00772765629194,3.1%
송파소리길진입로4,송파소리길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00725185,0.00725184700156,11.2%
송파소리길진입로5,송파소리길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00060257,0.000602567697915,1.0%
문화자원길,송파소리길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00282574,0.0028257380573,1.0%
문화자원길,송파소리길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00171573,0.00171573267985,1.0%
문화자원길,송파소리길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00117326,0.00117326322336,22.5%
수락산진입로1,수락산나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00127658,0.00127658103276,정보 없음
수락산진입로2,수락산나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00223653,0.00223652714248,정보 없음
신촌대학탐방 나들길,신촌대학탐방 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"서울의 주요 대학 중 신촌에 위치한 서강대, 이화여대, 연세대를 탐방할 수 있는 코스이다.",0.00606166,0.00606165822534,정보 없음
진입로1,신촌대학탐방 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00384231,0.00384230756238,정보 없음
문화자원연계부,신촌대학탐방 나들길.kmz,2,0,0.0,-1,0,,,0.00394315,0.00394314755588,정보 없음
쌍문역사산책길,쌍문역사산책0725,0,0,0.0,-1,0,,,0.00440065,0.00440065457669,정보 없음
송파소리길진입로6,송파소리길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00779954,0.00779954162085,9.4%
아차산숲진입로1,아차산숲나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00296224,0.00296224450921,정보 없음
용마산진입로1,용마산나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.0027349,0.00273489934476,정보 없음
용마산진입로2,용마산나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00134606,0.00134605761988,정보 없음
용마산나들길,용마산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.03090993,0.0309099284659,정보 없음
용마산나들길,용마산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00881998,0.00881998363281,정보 없음
용산가족진입로1,용산가족산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00408872,0.0040887235697,정보 없음
용왕산 나들길,용왕산 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"황토길이라 맨발로 걷기에 좋고, 오르막과 내리막이 반복이 되기때문에 리듬이 생겨 지루하지 않다.",0.00390039,0.00390038635784,정보 없음
진입로1,오패산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00678879,0.00678878783226,정보 없음
용산가족산책길,용산가족산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.03344367,0.0334436706744,정보 없음
오동공원산책길,오동공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,"1987년 4월 27일 시민근린공원으로 지정되었다. 서울 강북구 번동·미아동 등의 5개 동과 성북구 월곡동에 걸쳐 있는 대단위공원으로 면적이 138만 2,260㎡에 이른다. 공원에 오르면 북한산·도봉산·수락산·불암산이 병풍처럼 둘러쳐 있고 배드민턴장·운동장·체력단련시",0.02110131,0.0211013119244,정보 없음
진입로3,오패산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00331834,0.00331834090898,정보 없음
용왕산 나들길,용왕산 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"황토길이라 맨발로 걷기에 좋고, 오르막과 내리막이 반복이 되기때문에 리듬이 생겨 지루하지 않다.",0.01352972,0.0135297243519,정보 없음
용왕산 나들길 진입로2,용왕산 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.0042094,0.00420939730479,정보 없음
용왕산 나들길 진입로1,용왕산 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00105458,0.00105458409789,정보 없음
우면산숲 나들길,임시 장소/우면산숲 나들길.kmz,0,0,0.0,-1,0,,소망탑전망대,0.0404727,0.0404726977638,정보 없음
우면산 숲 나들길진입로,임시 장소/우면산숲 나들길.kmz,1,0,0.0,-1,0,,,0.01013992,0.0101399190354,정보 없음
진입로(우장산역),우장산공원 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00696381,0.00696381340263,정보 없음
문화자원연계부,우장산공원 산책길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00052276,0.000522756496611,정보 없음
월계공원진입로1,월계공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00183842,0.00183841906163,정보 없음
월계공원진입로2,월계공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.0047358,0.00473579751412,정보 없음
문화자원연계부,임시 장소/우면산숲 나들길.kmz,2,0,0.0,-1,0,,,0.00472118,0.00472117591749,정보 없음
제목 없는 경로,우장산공원 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.02631461,0.0263146099905,정보 없음
용왕산나들길,용왕산 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"황토길이라 맨발로 걷기에 좋고, 오르막과 내리막이 반복이 되기때문에 리듬이 생겨 지루하지 않다.",0.00915872,0.0091587204284,정보 없음
월계공원산책길,월계공원산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.01230695,0.0123069466008,정보 없음
문화자원연계부,월드컵공원 나들길.kmz,1,0,0.0,-1,0,,,0.00187008,0.00187008211078,정보 없음
문화자원연계부,월드컵공원 나들길.kmz,1,0,0.0,-1,0,,,0.00113745,0.00113744510659,정보 없음
문화자원연계부,월드컵공원 나들길.kmz,1,0,0.0,-1,0,,,0.00359319,0.00359319041965,정보 없음
인사동삼청동 나들길,인사동삼청동 나들길.kmz/임시 장소,0,0,0.0,-1,0,,서울 도심에서 맛볼 수 있는 역사와 문화가 고르게 어우러진 코스이다.,0.06637022,0.0663702199927,정보 없음
인사동삼청동 나들길,인사동삼청동 나들길.kmz/임시 장소,0,0,0.0,-1,0,,서울 도심에서 맛볼 수 있는 역사와 문화가 고르게 어우러진 코스이다.,0.00346339,0.00346338875059,정보 없음
인사동삼청동 나들길,인사동삼청동 나들길.kmz/임시 장소,0,0,0.0,-1,0,,서울 도심에서 맛볼 수 있는 역사와 문화가 고르게 어우러진 코스이다.,0.01369677,0.013696768566,정보 없음
진입로2,인사동삼청동 나들길.kmz,1,0,0.0,-1,0,,,0.00502772,0.00502771751696,정보 없음
문화자원연계부,인사동삼청동 나들길.kmz,2,0,0.0,-1,0,,,0.00224341,0.00224340581545,정보 없음
문화자원연계부,인사동삼청동 나들길.kmz,2,0,0.0,-1,0,,,0.00291248,0.00291248495877,정보 없음
우이령나들길,우이령 나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.08078301,0.0807830076894,정보 없음
문화자원연계부,인사동삼청동 나들길.kmz,2,0,0.0,-1,0,,,0.00267616,0.00267616046966,정보 없음
진입로1,인왕산 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00728477,0.00728477225864,정보 없음
북한산방학나들길,북한산방학나들길.kmz,0,0,0.0,-1,0,,,0.07616432,0.076164316165,정보 없음
상암산DMC체험 나들길,상암산DMC체험 나들길.kmz/상암산DMC체험 나들길,0,0,0.0,-1,0,,2015년 완공을 목표로 조성되고 있는 상암 DMC와 인근의 상암ㆍ매봉근린공원을 산책 및 체험할 수 있는 나들길 코스이다.,0.04712755,0.0471275477711,정보 없음
진입로1,상암산DMC체험 나들길.kmz/상암산DMC체험 나들길,1,0,0.0,-1,0,,,0.00899199,0.00899198946437,정보 없음
서리골서리풀 나들길,임시 장소/서리골서리풀나들길.kmz/임시 장소,0,0,0.0,-1,0,,서리골공원입구~소리골공원~누에다리~몽마르뜨공원입구~몽마르뜨공원~서리풀공원입구~서리풀공원,0.03466558,0.0346655755402,정보 없음
서리골서리풀나들길진입로1,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00449891,0.00449891028219,정보 없음
서리골서리풀나들길2,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00436283,0.00436282657066,정보 없음
서리골서리풀나들길3,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00099105,0.000991050767825,정보 없음
서리골서리풀나들길4,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00414275,0.00414275294052,정보 없음
서리골서리풀나들길5,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00116037,0.00116037037301,정보 없음
불암산나들길,불암산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.10429756,0.104297560295,정보 없음
서리골서리풀나들길7,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00123223,0.00123223388287,정보 없음
서리골서리풀나들길8,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00243731,0.00243731331884,정보 없음
서리골서리풀나들길10,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00524553,0.00524552659563,정보 없음
문화자원연계부,임시 장소/서리골서리풀나들길.kmz,2,0,0.0,-1,0,,,0.00445955,0.00445954801202,정보 없음
문화자원연계부,임시 장소/서리골서리풀나들길.kmz,2,0,0.0,-1,0,,,0.00175858,0.00175857977749,정보 없음
서서울호수공원 몬드리안정원진입로1,서서울호수공원 산책길.kmz,1,0,0.0,-1,0,,,0.00314277,0.00314277028262,정보 없음
서서울호수공원 산책길진입로2,서서울호수공원 산책길.kmz,1,0,0.0,-1,0,,,0.00417301,0.00417300756807,정보 없음
서오릉 나들길,서오릉 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"북한산의 지맥이 흘러들어 야트막함에도 불구하고 아름드리나무들이 있다.
세계문화유산인 서오릉도 지날 수 있어 볼거리가 풍부하다.",0.04881564,0.0488156446447,정보 없음
진입로1,서오릉 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.02553293,0.0255329298611,정보 없음
서리골서리풀나들길6,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00213713,0.00213713237411,정보 없음
서리골서리풀나들길9,임시 장소/서리골서리풀나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00288349,0.00288348524315,정보 없음
문화자원연계부,서오릉 나들길.kmz/임시 장소,2,0,0.0,-1,0,,,0.00021811,0.000218112060854,정보 없음
서서울호수공원 산책길,서서울호수공원 산책길.kmz,0,0,0.0,-1,0,,서서울공원 몬드리안정원,0.00964005,0.00964004976915,정보 없음
서울숲공원진입로1,서울숲공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.0017705,0.00177050384199,정보 없음
서울숲공원진입로2,서울숲공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00431803,0.00431803160436,정보 없음
서울숲공원진입로3,서울숲공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00100112,0.00100111808625,정보 없음
서울숲공원진입로4,서울숲공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00097101,0.000971009778609,정보 없음
서울숲남산진입로1,서울숲남산나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00589263,0.0058926288463,정보 없음
서울숲남산진입로2,서울숲남산나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00363856,0.00363856366525,정보 없음
석촌호수 산책길,석촌호수산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.0263141,0.0263141047024,1.0%
석촌호수산책길2,석촌호수산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00363048,0.00363047548561,1.0%
석촌후수 산책길 진입로1,석촌호수산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00362633,0.00362632755794,1.0%
일자산숲 나들길,일자산숲 나들길.kmz/임시 장소,0,0,0.0,-1,0,,길동자연생태공원-길동자연생태공원 산책로-허브천문공원-강동그린웨이 가족캠핑장-해맞이 광장-일자산 정상 해맞이 쉼터-둔촌이집선생 둔굴-둔촌약수터-참나무숲-외나무다리,0.05167934,0.0516793417247,26.1%
정릉숲 산책길,정릉숲 산책길.kmz/임시 장소,0,0,0.0,-1,0,,한성대입구역에서 북악스카이웨이를 넘어가는 이 길은 태조 이성계의 계비인 신덕왕후 강씨를 모신 정릉으로 가는 길이다. 신덕왕후 강씨에 대한 미움이 대단했던 태종이 후에 옮겨 온 능이지만 능 주변으로는 걷기 좋은 산책로가 옹골차게 뿌려져 있다. 산책로 곳곳엔 시원,0.01190146,0.011901462212,정보 없음
중랑캠핑숲나들길,중랑캠핑숲나들길.kmz/임시 장소,0,0,0.0,-1,0,,,0.03994921,0.0399492092192,정보 없음
진관공원 나들길,진관공원 나들길.kmz/임시 장소,0,0,0.0,-1,0,,귀모양을 닮았다 하여 붙여진 이(耳)말산에 위치한 진관공원은 진행 중인 은평뉴타운 내 주민들의 산책로로 이용되고 있는 진관공원은 은평뉴타운 및 북한산의 파노라믹한 우수한 경관이 한눈에 들어와 뉴타운사업 완료시 이용객의 수요 증가를 예상할 수 있다.,0.02999956,0.029999562798,정보 없음
진입로3,진관공원 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.01794687,0.0179468659896,정보 없음
진입로2,진관공원 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00184968,0.00184968135145,정보 없음
진입로1,청량산 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00409318,0.00409317966677,정보 없음
진입로2,청량산 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.0010943,0.00109430119801,정보 없음
진입로3,청량산 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00276461,0.0027646091014,정보 없음
진입로4,청량산 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00083419,0.000834189374661,정보 없음
문화자원연계부,청량산 산책길.kmz,2,0,0.0,-1,0,,,0.00243322,0.00243322119347,정보 없음
진입로1,임시 장소/청룡산나들길.kmz,1,0,0.0,-1,0,,,0.0054514,0.00545140489558,정보 없음
문화자원연계부,임시 장소/청룡산나들길.kmz,2,0,0.0,-1,0,,,0.00440532,0.00440532269606,정보 없음
초안산진입로1,0725 초안,1,0,0.0,-1,0,,,0.00241185,0.00241184999618,정보 없음
청량산 산책길,청량산 산책길.kmz/임시 장소,0,0,0.0,-1,0,,청량공원은 문화적 가치가 높은 사적 204호인 조선 왕릉인 의릉과 도심에서는 보기 드문 울창한 자연림을 볼 수 있는 길이다.,0.02279333,0.0227933342772,정보 없음
청룡산나들길,임시 장소/청룡산나들길.kmz,0,0,0.0,-1,0,,서울대입구역3번출입구-숲길입구-청룡산공원-청룡산생태연못-청룡산누수식생태연못-청룡산림욕장,0.06151454,0.0615145444966,정보 없음
초안산진입로3,0725 초안,1,0,0.0,-1,0,,,0.01235396,0.0123539572805,정보 없음
초안산진입로4,0725 초안,1,0,0.0,-1,0,,,0.00309331,0.00309331157831,정보 없음
초안산진입로5,0725 초안,1,0,0.0,-1,0,,,0.00461682,0.0046168218621,정보 없음
선 9,0725 초안,2,0,0.0,-1,0,,,0.00233509,0.00233508742782,정보 없음
진입로1,탕춘대성숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00145691,0.00145690952245,정보 없음
진입로2,탕춘대성숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00478939,0.00478939000737,정보 없음
진입로3,탕춘대성숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00306509,0.00306509338314,정보 없음
진입로4,탕춘대성숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00348343,0.00348343326257,정보 없음
문화자원연계부,임시 장소/현충원 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00056323,0.00056323273492,정보 없음
탕춘대성숲 나들길,탕춘대성숲 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"탕춘대성 오솔길은 높지 않으면서 장쾌한 조망을 선사하며, 북한산성과 한양성을 연결하던 탕춘대성곽길을 걸으면 뜻 깊은 역사의 길을 걸을 수 있다.",0.04426818,0.044268175608,정보 없음
초안산나들길,0725 초안,0,0,0.0,-1,0,,,0.04171442,0.0417144150237,정보 없음
탕춘대성숲 나들길,탕춘대성숲 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"탕춘대성 오솔길은 높지 않으면서 장쾌한 조망을 선사하며, 북한산성과 한양성을 연결하던 탕춘대성곽길을 걸으면 뜻 깊은 역사의 길을 걸을 수 있다.",0.0999227,0.0999226959764,정보 없음
문화자원연계부,임시 장소/현충원 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00039825,0.000398254170937,정보 없음
문화자원연계부,임시 장소/현충원 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00171257,0.00171256706029,정보 없음
문화자원연계부,임시 장소/현충원 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00331906,0.00331906365872,정보 없음
현충원나들길진입로2,임시 장소/현충원 나들길.kmz,2,0,0.0,-1,0,,,0.00741687,0.00741686743212,정보 없음
현충원나들길진입로3,임시 장소/현충원 나들길.kmz,2,0,0.0,-1,0,,,0.00416504,0.00416504180042,정보 없음
현충원나들길진입로5,임시 장소/현충원 나들길.kmz,2,0,0.0,-1,0,,,0.00665899,0.0066589945718,정보 없음
진입로2,호암산 나들길.kmz/임시 장소/임시 장소/호암산 나들길.kmz,1,0,0.0,-1,0,,,0.00417288,0.00417287700716,정보 없음
한남 매봉공원 산책길,한남매봉공원산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.02205096,0.0220509620718,정보 없음
현충원 나들길,임시 장소/현충원 나들길.kmz/임시 장소,0,0,0.0,-1,0,,정국교~박정희대통령묘소~호국지장사~국립현충원입구~사당출입문~육탄10용사비~현충원산책로~,0.04875954,0.0487595379681,정보 없음
여의도공원 산책길진입로1,여의도공원 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00359607,0.00359607258272,정보 없음
쌍문길0328,쌍문역사산책0725,1,0,0.0,-1,0,,,0.04791026,0.0479102613461,정보 없음
아차산숲나들길,아차산숲나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.02724067,0.0272406720229,정보 없음
여의도공원산책길진입로2,여의도공원 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00358663,0.0035866268303,정보 없음
영등포구동작한강길,영등포동작구한강길.kmz,0,0,0.0,-1,0,,,0.0382433,0.0382432992447,정보 없음
영등포봄꽃나들길,임시 장소/영등포봄꽃나들길.kmz,0,0,0.0,-1,0,,도림천역2번출구-신도림역-신갈공원-신길동넝쿨장미길-신풍역2번출임구,0.03934103,0.0393410339016,정보 없음
영등포봄꽃나들길,임시 장소/영등포봄꽃나들길.kmz,1,0,0.0,-1,0,,,0.00183572,0.00183571516514,정보 없음
영등포봄꽃 나들길진입로2,임시 장소/영등포봄꽃나들길.kmz,1,0,0.0,-1,0,,,0.0020724,0.0020723985857,정보 없음
문화자원길,임시 장소/영등포봄꽃나들길.kmz,2,0,0.0,-1,0,,,0.00602932,0.00602932387305,정보 없음
진입로1,오동공원산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00458915,0.00458914719871,정보 없음
진입로2,오동공원산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00737865,0.0073786494776,정보 없음
진입로4,오패산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00156018,0.00156018464795,정보 없음
영등포동작구한강길,영등포동작구한강길.kmz,0,0,0.0,-1,0,,,0.16990061,0.169900605617,정보 없음
여의도공원산책길,여의도공원 산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.01822634,0.0182263416841,정보 없음
오패산 나들길,오패산나들길.kmz/임시 장소,0,0,0.0,-1,0,,"오패산은 강북구의 미아동광 번동, 성북구의 장위동, 월곡동에 위치해 있고, 도시주거지 한복판에 있으면서도 자연상태가 잘 보존된 편이다.",0.02167563,0.0216756325758,정보 없음
진입로2,오패산나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.0025669,0.00256690066656,정보 없음
월드컵공원 나들길,월드컵공원 나들길.kmz/임시 장소,0,0,0.0,-1,0,,"19km에 이르는 긴 코스이지만 구간이 바뀔 때마다 새로운 풍광에 지루할 틈이 없고, 구간마다 우회로가 열려 있어 체력에 맞게 거리 조절이 가능하다.",0.136827,0.13682700152,정보 없음
진입로2,인왕산 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00116772,0.00116771675426,정보 없음
일자산숲나들길진입로,일자산숲 나들길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00418629,0.00418628764521,14.1%
전쟁기념관진입로1,전쟁기념관산책길.kmz/임시 장소,0,0,0.0,-1,0,,,0.00434055,0.00434055470715,정보 없음
전쟁기념관산책길,전쟁기념관산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.01626331,0.0162633092996,정보 없음
정릉숲 산책길,정릉숲 산책길.kmz/임시 장소,0,0,0.0,-1,0,,한성대입구역에서 북악스카이웨이를 넘어가는 이 길은 태조 이성계의 계비인 신덕왕후 강씨를 모신 정릉으로 가는 길이다. 신덕왕후 강씨에 대한 미움이 대단했던 태종이 후에 옮겨 온 능이지만 능 주변으로는 걷기 좋은 산책로가 옹골차게 뿌려져 있다. 산책로 곳곳엔 시원,0.01279898,0.0127989782986,정보 없음
진입로1,정릉숲 산책길.kmz/임시 장소,1,0,0.0,-1,0,,,0.00272769,0.00272768839788,정보 없음
문화자원연계부,정릉숲 산책길.kmz,2,0,0.0,-1,0,,,0.00227715,0.00227715379954,정보 없음
